0.000000000000000000e+00               0.000000000000000000e+00
1.000000000000000000e+00               2.261968372320145875e+02
1.500000000000000000e+01               2.261968372320145875e+02
4.000000000000000000e+01               2.198708317290987964e+02
6.500000000000000000e+01               2.224617096601527066e+02
9.000000000000000000e+01               2.221351501094009677e+02
1.150000000000000000e+02               2.203983510033900473e+02
1.400000000000000000e+02               2.206368732920771265e+02
1.650000000000000000e+02               2.233939655739090426e+02
1.900000000000000000e+02               2.262644498492802256e+02
2.150000000000000000e+02               2.280615838255594667e+02
2.400000000000000000e+02               2.278772924903041712e+02
2.650000000000000000e+02               2.279564086431462613e+02
2.900000000000000000e+02               2.281033721792861400e+02
3.150000000000000000e+02               2.282151208106001548e+02
3.400000000000000000e+02               2.282566743982946775e+02
3.650000000000000000e+02               2.282254505160157407e+02
3.850000000000000000e+02               2.281594812609752978e+02
4.050000000000000000e+02               2.280615838255594667e+02
4.250000000000000000e+02               2.279404445529585246e+02
4.450000000000000000e+02               2.278049845523950978e+02
4.650000000000000000e+02               2.276624815708664755e+02
4.850000000000000000e+02               2.275188047591770157e+02
5.050000000000000000e+02               2.273781799059057676e+02
5.250000000000000000e+02               2.272441285015353856e+02
5.450000000000000000e+02               2.271187634403553659e+02
5.650000000000000000e+02               2.270030237864943956e+02
5.850000000000000000e+02               2.268980833701133690e+02
6.050000000000000000e+02               2.268037074251800504e+02
6.250000000000000000e+02               2.267194264196302242e+02
6.380000000000000000e+02               2.266691864887453107e+02
6.510000000000000000e+02               2.266227028143752023e+02
6.640000000000000000e+02               2.265804449285841713e+02
6.770000000000000000e+02               2.265417085332757381e+02
6.900000000000000000e+02               2.265064936284499026e+02
7.030000000000000000e+02               2.264745654480744577e+02
7.160000000000000000e+02               2.264456892261172811e+02
7.300000000000000000e+02               2.264179868343209137e+02
7.400000000000000000e+02               2.263996750838115020e+02
7.500000000000000000e+02               2.263830066955272287e+02
7.600000000000000000e+02               2.263677469034360570e+02
7.700000000000000000e+02               2.263536609415057228e+02
7.800000000000000000e+02               2.263412183418005554e+02
7.900000000000000000e+02               2.263299495722563108e+02
8.000000000000000000e+02               2.263196198668407249e+02
8.100000000000000000e+02               2.263106987576181552e+02
8.200000000000000000e+02               2.263029514785564800e+02
8.300000000000000000e+02               2.262963780296556706e+02
8.400000000000000000e+02               2.262909784109156988e+02
8.500000000000000000e+02               2.262867526223365928e+02
8.600000000000000000e+02               2.262839354299505032e+02
8.700000000000000000e+02               2.262822920677253080e+02
8.800000000000000000e+02               2.262822920677253080e+02
8.900000000000000000e+02               2.262839354299505032e+02
9.000000000000000000e+02               2.262874569204331010e+02
9.125000000000000000e+02               2.262954389655269836e+02
9.210000000000000000e+02               2.263027167125243011e+02
9.260000000000000000e+02               2.263076467991999152e+02
9.310000000000000000e+02               2.263135159500042448e+02
9.360000000000000000e+02               2.263200893989050826e+02
9.410000000000000000e+02               2.263276019119345790e+02
9.460000000000000000e+02               2.263360534890927909e+02
9.510000000000000000e+02               2.263456788964118402e+02
9.560000000000000000e+02               2.263564781338917840e+02
9.610000000000000000e+02               2.263684512015325652e+02
9.660000000000000000e+02               2.263820676313985416e+02
9.710000000000000000e+02               2.263973274234897701e+02
9.760000000000000000e+02               2.264142305778061655e+02
9.810000000000000000e+02               2.264330118603799349e+02
9.860000000000000000e+02               2.264541408032754646e+02
9.910000000000000000e+02               2.264773826404605188e+02
9.960000000000000000e+02               2.265036764360638415e+02
1.001000000000000000e+03               2.265327874240531969e+02
1.006000000000000000e+03               2.265651851364929996e+02
1.011000000000000000e+03               2.266011043394153432e+02
1.016000000000000000e+03               2.266412493309168212e+02
1.021000000000000000e+03               2.266858548770295840e+02
1.026000000000000000e+03               2.267353905098179325e+02
1.031000000000000000e+03               2.267903257613462529e+02
1.036000000000000000e+03               2.268511301636788744e+02
1.041000000000000000e+03               2.269189775469766914e+02
1.046000000000000000e+03               2.269941026772718544e+02
1.051000000000000000e+03               2.270776793847252009e+02
1.056000000000000000e+03               2.271704119674332674e+02
1.061000000000000000e+03               2.272737090215890987e+02
1.066000000000000000e+03               2.273887443773535324e+02
1.071000000000000000e+03               2.275164570988552839e+02
1.076000000000000000e+03               2.276591948464160566e+02
1.081000000000000000e+03               2.278186009822611027e+02
1.086000000000000000e+03               2.279970231667120686e+02
1.091000000000000000e+03               2.281975133581872512e+02
1.096000000000000000e+03               2.284235930471692200e+02
1.101000000000000000e+03               2.286794880222370523e+02
1.106000000000000000e+03               2.289698936040342403e+02
1.111000000000000000e+03               2.293009137093972356e+02
1.116000000000000000e+03               2.296786522551625183e+02
1.121000000000000000e+03               2.301103869883274342e+02
1.126000000000000000e+03               2.306045694860501953e+02
1.131000000000000000e+03               2.311701208575533713e+02
1.136000000000000000e+03               2.318176055742846700e+02
1.141000000000000000e+03               2.325315290781207693e+02
1.146000000000000000e+03               2.333184648179624219e+02
1.151000000000000000e+03               2.341901510954183152e+02
1.156000000000000000e+03               2.351533961254214091e+02
1.161000000000000000e+03               2.362004526289100568e+02
1.166000000000000000e+03               2.373367202246241447e+02
1.171000000000000000e+03               2.385739372141723607e+02
1.176000000000000000e+03               2.398674980514419417e+02
1.181000000000000000e+03               2.412573129619021586e+02
1.186000000000000000e+03               2.427222530026575669e+02
1.191000000000000000e+03               2.442975330785339452e+02
1.196000000000000000e+03               2.460277587356440847e+02
1.201000000000000000e+03               2.479692738217092938e+02
1.206000000000000000e+03               2.501995511273464956e+02
1.216000000000000000e+03               2.561156551380893802e+02
